20170703090029,10509.3000,2322449
20170703090034,10509.6000,2419029
20170703090038,10506.6000,2442927
20170703090049,10509.0000,2475445
20170703090053,10510.4000,2491008
20170703090058,10508.6000,2497077
20170703090109,10510.9000,2574104
20170703090114,10510.0000,2639221
20170703090124,10509.4000,2659926
20170703090129,10508.8000,2664981
20170703090134,10509.4000,2672518
20170703090144,10507.4000,2694472
20170703090148,10507.5000,2695772
20170703090153,10508.1000,2709654
20170703090204,10506.9000,2742265
20170703090205,10507.2000,2743298
20170703090212,10505.7000,2749016
20170703090224,10505.8000,2775353
20170703090228,10507.5000,2787842
20170703090234,10508.1000,2790573
20170703090239,10508.2000,2855101
20170703090244,10505.6000,2861701
20170703090248,10509.6000,2871496
20170703090254,10507.8000,2876339
20170703090259,10506.8000,2882024
20170703090304,10502.8000,2900718
20170703090309,10505.1000,2912077
20170703090313,10505.4000,2931919
20170703090317,10510.1000,2938922
20170703090324,10509.8000,2944868
20170703090334,10507.9000,3000178
20170703090339,10507.4000,3012553
20170703090344,10506.1000,3025180
20170703090354,10513.5000,3045838
20170703090358,10515.1000,3051291
20170703090404,10520.2000,3062226
20170703090414,10513.5000,3121389
20170703090419,10512.9000,3179567
20170703090424,10512.7000,3207115
20170703090434,10516.3000,3284376
20170703090436,10516.6000,3289796
20170703090444,10514.8000,3303280
20170703090454,10511.5000,3350391
20170703090459,10511.1000,3351391
20170703090505,10512.5000,3355903
20170703090514,10514.4000,3365825
20170703090518,10515.7000,3368148
20170703090529,10513.0000,3415467
20170703090534,10512.5000,3434493
20170703090538,10510.6000,3442656
20170703090541,10511.1000,3445623
20170703090549,10509.1000,7991
20170703090554,10512.6000,75129
20170703090559,10512.5000,60448
20170703090604,10512.1000,74520
20170703090608,10511.9000,35747
20170703090614,10510.2000,16566
20170703090619,10516.8000,158553
20170703090624,10515.7000,37945
20170703090629,10516.8000,3485
20170703090633,10516.8000,3038
20170703090639,10509.6000,124203
20170703090644,10512.5000,17171
20170703090649,10510.2000,16302
20170703090654,10507.9000,63722
20170703090659,10506.7000,38244
20170703090704,10508.9000,15716
20170703090709,10504.1000,109675
20170703090714,10507.0000,3680
20170703090719,10509.1000,10608
20170703090724,10508.3000,11737
20170703090729,10515.3000,95375
20170703090733,10516.9000,30477
20170703090738,10515.8000,57130
20170703090744,10515.5000,1209
20170703090749,10515.4000,1705
20170703090754,10515.3000,2158
20170703090759,10513.0000,129446
20170703090804,10513.6000,8165
20170703090809,10517.7000,45727
20170703090813,10517.4000,6276
20170703090819,10517.4000,9161
20170703090824,10516.9000,22848
20170703090829,10517.1000,1626
20170703090834,10514.2000,101766
20170703090839,10515.9000,32772
20170703090844,10518.1000,20334
20170703090849,10517.3000,3417
20170703090854,10519.7000,13386
20170703090858,10523.0000,106784
20170703090904,10520.9000,86725
20170703090909,10518.1000,24110
20170703090914,10518.6000,10803
20170703090919,10522.9000,38644
20170703090924,10525.1000,23590
20170703090929,10520.7000,102191
20170703090933,10519.9000,8345
20170703090939,10521.7000,27699
20170703090943,10521.5000,1278
20170703090949,10521.7000,2783
20170703090952,10523.5000,32861
20170703090959,10523.2000,7168
20170703091004,10524.4000,15162
20170703091009,10526.1000,56396
20170703091014,10524.7000,79285
20170703091019,10525.6000,44004
20170703091024,10525.0000,18103
20170703091029,10525.0000,3724
20170703091034,10524.6000,8411
20170703091037,10524.4000,1079
20170703091044,10523.1000,35285
20170703091049,10523.2000,9765
20170703091054,10523.9000,8924
20170703091058,10524.7000,12520
20170703091104,10526.7000,8543
20170703091109,10525.6000,88865
20170703091113,10526.0000,29169
20170703091118,10522.6000,74357
20170703091124,10520.3000,93995
20170703091129,10519.5000,3261
20170703091134,10516.6000,15407
20170703091139,10517.8000,15325
20170703091143,10517.8000,8021
20170703091147,10517.8000,530
20170703091154,10516.4000,24564
20170703091159,10517.0000,28885
20170703091204,10520.4000,101189
20170703091209,10520.6000,80174
20170703091214,10522.4000,6626
20170703091217,10520.8000,17110
20170703091223,10524.0000,74988
20170703091226,10524.2000,11024
20170703091234,10524.1000,4374
20170703091239,10527.3000,165234
20170703091244,10527.3000,49282
20170703091249,10525.8000,38234
20170703091254,10525.3000,6104
20170703091259,10522.6000,61982
20170703091300,10523.4000,10142
20170703091308,10523.1000,29392
20170703091312,10523.1000,2404
20170703091317,10523.0000,7152
20170703091324,10516.4000,166522
20170703091328,10516.5000,7758
20170703091334,10515.5000,3208
20170703091339,10517.0000,49113
20170703091344,10517.4000,6452
20170703091348,10518.2000,8085
20170703091354,10517.8000,9510
20170703091357,10517.9000,1306
20170703091403,10517.9000,7442
20170703091408,10516.6000,52581
20170703091414,10517.0000,8552
20170703091419,10517.0000,16898
20170703091424,10518.3000,29952
20170703091428,10518.0000,12511
20170703091434,10517.9000,8385
20170703091439,10518.2000,4647
20170703091444,10516.2000,86557
20170703091449,10516.9000,34894
20170703091453,10517.9000,13313
20170703091459,10514.6000,56366
20170703091503,10515.8000,11266
20170703091509,10517.0000,26475
20170703091514,10517.4000,5985
20170703091517,10517.0000,23888
20170703091523,10516.4000,5689
20170703091529,10510.5000,123075
20170703091534,10508.5000,15272
20170703091539,10506.7000,48205
20170703091544,10509.4000,25922
20170703091549,10510.9000,14872
20170703091553,10511.9000,6987
20170703091557,10511.3000,2679
20170703091604,10512.3000,20246
20170703091607,10516.0000,10612
20170703091613,10519.2000,15905
20170703091618,10519.5000,8793
20170703091623,10519.5000,11814
20170703091628,10520.1000,29028
20170703091633,10520.7000,50848
20170703091639,10522.8000,12999
20170703091642,10522.3000,30590
20170703091649,10521.8000,26322
20170703091654,10520.9000,9376
20170703091659,10522.9000,45376
20170703091704,10523.5000,30071
20170703091709,10523.6000,13021
20170703091714,10524.2000,16893
20170703091719,10526.9000,37577
20170703091723,10523.2000,101278
20170703091728,10522.5000,9385
20170703091731,10522.4000,5576
20170703091739,10522.4000,9969
20170703091744,10523.0000,1028
20170703091749,10522.4000,55977
20170703091754,10522.4000,9841
20170703091759,10523.2000,20455
20170703091802,10523.3000,9964
20170703091809,10522.2000,15674
20170703091814,10517.0000,91763
20170703091819,10514.9000,47825
20170703091824,10511.3000,23341
20170703091829,10510.8000,20893
20170703091834,10510.2000,81488
20170703091839,10508.0000,30383
20170703091844,10511.7000,53387
20170703091849,10511.2000,7164
20170703091854,10511.8000,18607
20170703091859,10518.1000,79892
20170703091904,10518.7000,30047
20170703091908,10519.5000,11723
20170703091914,10522.0000,37012
20170703091919,10521.9000,12666
20170703091924,10523.0000,11647
20170703091929,10523.5000,23862
20170703091931,10524.3000,8684
20170703091939,10523.8000,4239
20170703091944,10525.0000,16807
20170703091949,10524.2000,18154
20170703091954,10523.0000,88343
20170703091959,10521.0000,29394
20170703092004,10523.0000,7062
20170703092009,10522.6000,10331
20170703092014,10523.9000,17876
20170703092019,10523.6000,5308
20170703092024,10525.1000,7753
20170703092028,10525.3000,10660
20170703092034,10525.9000,49151
20170703092039,10526.0000,32858
20170703092044,10526.3000,27956
20170703092049,10525.6000,33899
20170703092054,10522.0000,33602
20170703092059,10519.9000,13230
20170703092104,10519.1000,23916
20170703092109,10518.9000,10457
20170703092114,10519.6000,9282
20170703092119,10520.0000,8615
20170703092124,10520.3000,7278
20170703092129,10520.7000,58945
20170703092134,10519.7000,4814
20170703092139,10521.9000,14455
20170703092142,10521.9000,2805
20170703092149,10521.3000,12570
20170703092154,10520.1000,16970
20170703092159,10520.0000,13421
20170703092204,10518.6000,9984
20170703092209,10517.9000,20340
20170703092213,10517.7000,14534
20170703092219,10518.4000,12496
20170703092224,10518.9000,25770
20170703092229,10519.1000,7777
20170703092234,10519.1000,2934
20170703092238,10518.6000,9154
20170703092244,10518.6000,7593
20170703092249,10522.3000,54091
20170703092254,10522.3000,985
20170703092257,10522.1000,9952
20170703092303,10522.6000,9889
20170703092308,10523.0000,4448
20170703092312,10523.4000,15673
20170703092319,10523.3000,7154
20170703092324,10523.2000,13635
20170703092329,10521.5000,49888
20170703092334,10520.8000,13841
20170703092339,10520.6000,7922
20170703092344,10520.5000,6645
20170703092349,10521.3000,6877
20170703092354,10522.4000,23982
20170703092359,10523.2000,5914
20170703092404,10523.5000,10234
20170703092409,10524.6000,58934
20170703092414,10525.0000,31467
20170703092419,10526.0000,23918
20170703092424,10526.1000,28041
20170703092429,10527.3000,47943
20170703092434,10527.2000,38494
20170703092438,10527.1000,18848
20170703092444,10527.3000,27490
20170703092449,10526.2000,6630
20170703092454,10527.0000,28300
20170703092459,10527.3000,19100
20170703092503,10526.1000,13390
20170703092509,10525.7000,28820
20170703092514,10524.0000,69860
20170703092519,10522.9000,35570
20170703092524,10520.8000,26280
20170703092529,10524.1000,36370
20170703092534,10525.6000,17190
20170703092539,10525.4000,4800
20170703092542,10525.5000,4600
20170703092548,10525.5000,1560
20170703092553,10524.7000,4160
20170703092559,10525.0000,8790
20170703092604,10525.5000,69720
20170703092609,10525.5000,7100
20170703092614,10524.9000,5290
20170703092619,10524.2000,13760
20170703092624,10525.2000,31430
20170703092629,10524.9000,29070
20170703092634,10525.8000,6540
20170703092639,10525.7000,33700
20170703092641,10525.4000,7920
20170703092648,10523.9000,67700
20170703092653,10522.5000,24260
20170703092659,10522.0000,3710
20170703092704,10522.9000,11410
20170703092708,10523.2000,10050
20170703092714,10522.5000,15440
20170703092717,10522.4000,34160
20170703092723,10523.2000,6330
20170703092729,10523.2000,89410
20170703092734,10524.3000,43360
20170703092739,10524.5000,22780
20170703092741,10524.6000,14330
20170703092747,10524.1000,3090
20170703092753,10525.3000,18830
20170703092759,10526.6000,54060
20170703092804,10525.6000,43090
20170703092809,10525.7000,14020
20170703092814,10524.4000,32050
20170703092819,10525.1000,11970
20170703092823,10526.9000,58840
20170703092829,10527.2000,26210
20170703092834,10527.3000,44310
20170703092839,10526.0000,46110
20170703092844,10526.3000,19130
20170703092849,10526.3000,5290
20170703092853,10526.3000,11700
20170703092859,10526.3000,7890
20170703092904,10528.0000,39770
20170703092909,10527.4000,63830
